ticker,sector,year,revenue_m,rev_growth_pct,gross_profit_m,gross_margin_pct,operating_income_m,net_income_m,eps_diluted,operating_cf_m,free_cash_flow_m,capex_m,total_debt_m,stockholders_equity_m,debt_equity,roe_pct,market_cap_m,pe_ratio,dividend_yield_pct
PKG,Other,2019,6444.9,0.1152,1470.8,0.2282,932.5,668.6,7.07,856.1,513.1,343.0,2496.3,2672.4,0.934,0.2502,8620.78,13.0,0.4113
PKG,Other,2020,7014.6,0.0883999999999999,1645.3,0.2346,1067.7,738.0,7.8,1180.1,628.7,551.4,2493.1,3071.0,0.812,0.2403,10985.28,15.0,0.3449
PKG,Other,2021,6964.3,-0.0072,1644.0,0.2361,1053.7,696.4,7.34,1207.4,807.9,399.5,2493.7,3246.3,0.768,0.2145,11166.74,16.2,0.4032
PKG,Other,2022,6658.2,-0.044,1369.4,0.2057,723.9,461.0,4.84,1032.8,611.6,421.2,2491.0,3607.2,0.691,0.1278,10887.42,23.9,0.4927
PKG,Other,2023,7730.3,0.161,1873.0,0.2423,1241.4,841.1,8.83,1094.1,489.0,605.1,2491.5,3667.1,0.679,0.2294,14388.62,17.3,0.3924
PKG,Other,2024,8478.0,0.0967,2090.6,0.2466,1420.7,1029.8,11.03,1495.0,670.8,824.2,2891.7,3997.3,0.723,0.2576,20038.2,19.7,0.2764
PKG,Other,2025,8989.3,,1889.6,21.0205,1107.0,774.1,8.58,1557.5,728.6,828.9,3992.5,4598.0,0.8683,16.8356,,,
PKG,Other,2026,,,,,,,,,,,,,,,,,0.0689
PLD,Real Estate,2011,,,,,-44.56,22.77,-0.01,89.09,89.09,,11.38,7505.22,0.002,0.003,4696.23,-1845.4,0.7283
PLD,Real Estate,2012,,,,,-613.52,-1270.5,-5.9,240.78,240.78,,11791.0,13661.64,0.863,-0.093,13940.71,-4.1,0.5509000000000001
PLD,Real Estate,2013,,,,,94.78,-153.41,-0.51,207.06,207.06,,9011.0,13069.02,0.689,-0.0117,14542.86,-49.9,0.5281
PLD,Real Estate,2014,,,,,92.98,-39.72,-0.18,463.49,463.49,,9011.22,13711.16,0.657,-0.0029,15267.87,-170.1,0.5175
PLD,Real Estate,2015,,,,,304.41,342.92,0.64,,,,9336.98,13975.51,0.668,0.0245,16127.32,49.5,0.5761999999999999
PLD,Real Estate,2016,,,,,319.81,636.18,1.24,,,,11626.83,14667.93,0.793,0.0434,21174.85,32.6,0.4994
PLD,Real Estate,2017,,,,,380.17,869.44,1.64,,,,10608.29,14991.08,0.708,0.058,26918.09,31.0,0.4147999999999999
PLD,Real Estate,2018,2533.14,,,,668.38,1209.93,2.27,1417.01,1417.01,,9412.63,15631.16,0.602,0.0774,25385.24,21.0,0.483
PLD,Real Estate,2019,2618.13,0.0336,,,1954.03,1652.33,3.06,1687.25,1687.25,,11089.82,22298.09,0.497,0.0741,46873.58,24.3,0.3417
PLD,Real Estate,2020,2804.45,0.0712,,,1688.0,1649.36,2.87,1803.56,1803.56,,11905.88,22653.13,0.526,0.0728,53983.44,29.8,0.3258
PLD,Real Estate,2021,3330.62,0.1876,,,1849.77,1572.96,2.46,2264.03,2264.03,,16849.08,31971.55,0.527,0.0492,109073.45,60.0,0.205
PLD,Real Estate,2022,4438.73,0.3327000000000001,,,2118.94,1481.81,2.01,2937.01,2937.01,,17715.05,33426.87,0.53,0.0443,74746.96,50.3,0.3753
PLD,Real Estate,2023,4759.44,0.0723,,,3207.0,2939.72,3.94,2996.04,2996.04,,215.3,53237.28,0.004,0.0552,113432.11,31.2,0.3399
PLD,Real Estate,2024,5973.69,0.2551,,,3467.54,3364.86,4.25,4126.43,4126.43,,29000.5,53181.72,0.545,0.0633,92785.72,23.6,0.4591
PLD,Real Estate,2025,2252.71,,,,1626.48,3328.23,1.49,5008.43,,,35037.07,53193.18,0.6587,6.2569,,,
PLD,Real Estate,2026,,,,,,,,,,,,,,,,,0.0892999999999999
PLTR,Other,2011,,,,,,,,,,,,,,,,,
PLTR,Other,2012,,,,,,,,,,,,,,,,,
PLTR,Other,2013,,,,,,,,,,,,,,,,,
PLTR,Other,2014,,,,,,,,,,,,,,,,,
PLTR,Other,2015,,,,,,,,,,,,,,,,,
PLTR,Other,2016,,,,,,,,,,,,,,,,,
PLTR,Other,2017,,,,,,,,,,,,,,,,,
PLTR,Other,2018,,,,,,,,,,,,,,,,,
PLTR,Other,2019,,,,,,,,,,,,,,,,,
PLTR,Other,2020,595.41,,430.01,0.7222,-623.44,-580.03,-1.17,-39.01,-52.02,13.0,396.06,-1501.56,-0.264,0.3863,13694.26,-20.1,
PLTR,Other,2021,742.55,0.2471,500.18,0.6736,-576.44,-579.65,-1.02,-165.22,-178.31,13.1,197.98,-1751.43,-0.113,0.331,32634.87,-17.9,
PLTR,Other,2022,1092.67,0.4715,740.13,0.6774,-1173.68,-1166.39,-1.2,-296.61,-308.84,12.24,,-1980.64,,0.5889,13016.38,-5.4,
PLTR,Other,2023,1541.89,0.4111,1202.48,0.7798999999999999,-411.05,-520.38,-0.27,333.85,321.22,12.63,,2565.33,,-0.2029,36041.12,-63.6,
PLTR,Other,2024,1905.87,0.2361,1497.32,0.7856000000000001,-161.2,-373.7,-0.18,223.74,183.71,40.03,,3475.56,,-0.1075,166395.67,-420.2,
PLTR,Other,2025,4475.45,,3686.27,82.3665,1414.02,1625.03,0.63,2134.47,2100.59,33.88,,7387.27,,21.9977,,,
PLTR,Other,2026,,,,,,,,,,,,,,,,,
PM,Consumer Staples,2011,,,16013.0,,10040.0,6342.0,3.24,7884.0,7169.0,715.0,16502.0,3506.0,4.707,1.8089,77235.24,12.3,0.8513
PM,Consumer Staples,2012,,,17495.0,,11200.0,7259.0,3.92,9437.0,8724.0,713.0,,229.0,6.598,31.6987,80859.6,11.2,0.6861
PM,Consumer Staples,2013,,,20419.0,,13342.0,8591.0,4.85,10529.0,9632.0,897.0,,-3476.0,-0.696,-2.4715,83209.59,9.7,0.9092
PM,Consumer Staples,2014,,,21004.0,,13863.0,8800.0,5.17,9421.0,8365.0,1056.0,,-7766.0,-0.309,-1.1331,,8.9,1.0078
PM,Consumer Staples,2015,,,20807.0,,13515.0,8576.0,5.26,10135.0,8935.0,1200.0,,-12629.0,-0.096,-0.6790999999999999,,10.0,0.9252
PM,Consumer Staples,2016,,,19331.0,,11702.0,7493.0,4.76,7739.0,6586.0,1153.0,,-13244.0,-0.062,-0.5658,,12.0,0.8687999999999999
PM,Consumer Staples,2017,,,17429.0,,10623.0,6873.0,4.42,7865.0,6905.0,960.0,,-12688.0,-0.051,-0.5417000000000001,105801.43,15.5,0.7414000000000001
PM,Consumer Staples,2018,26685.0,,17294.0,0.6481,10903.0,6967.0,4.48,8077.0,6905.0,1172.0,,-12086.0,-0.041,-0.5765,70288.73,10.1,1.1889
PM,Consumer Staples,2019,28748.0,0.0773,18316.0,0.6371,11581.0,6035.0,3.88,8912.0,7364.0,1548.0,,-12459.0,-0.059,-0.4844,95115.72,15.8,0.9046
PM,Consumer Staples,2020,29625.0,0.0305,18867.0,0.6369,11377.0,7911.0,5.08,9478.0,8042.0,1436.0,,-11577.0,-0.029,-0.6833,98752.0,12.5,0.8956999999999999
PM,Consumer Staples,2021,29805.0,0.0061,19292.0,0.6473,10531.0,7185.0,4.61,10090.0,9238.0,852.0,,-12567.0,-0.019,-0.5717,119368.52,16.7,0.7659999999999999
PM,Consumer Staples,2022,28694.0,-0.0373,19125.0,0.6665000000000001,11668.0,8056.0,5.16,9812.0,9210.0,602.0,,-10106.0,-0.022,-0.7972,134348.79,16.7,0.7009000000000001
PM,Consumer Staples,2023,31405.0,0.0944999999999999,21375.0,0.6806,12975.0,9109.0,5.83,11967.0,11219.0,748.0,,-8957.0,-0.629,-1.017,131800.52,14.5,0.7291
PM,Consumer Staples,2024,31762.0,0.0114,20360.0,0.6409999999999999,12246.0,9048.0,5.81,10803.0,9726.0,1077.0,,-11225.0,-0.175,-0.8061,176621.01,19.6,0.5581
PM,Consumer Staples,2025,40648.0,,27282.0,67.1177,14892.0,11348.0,7.26,12233.0,10664.0,1569.0,45134.0,-9994.0,-4.5161,-113.5481,,,
PM,Consumer Staples,2026,,,,,,,,,,,,,,,,,0.1004
PNC,Financials,2011,16228.0,,,,,2403.0,4.36,5754.0,5754.0,,,30242.0,,0.0795,,8.6,0.369
PNC,Financials,2012,15176.0,-0.0648,,,,3397.0,5.74,4812.0,4812.0,,,34053.0,,0.0998,,6.8,0.4797999999999999
PNC,Financials,2013,14326.0,-0.0559999999999999,,,,3071.0,5.64,,,,,39003.0,,0.0787,,9.4,0.3902
PNC,Financials,2014,15512.0,0.0828,,,,2994.0,5.28,,,,,42334.0,,0.0707,33283.3,12.1,0.3545
PNC,Financials,2015,16012.0,0.0322,,,,4212.0,7.36,,,,,44551.0,,0.0944999999999999,,9.2,0.3549
PNC,Financials,2016,15375.0,-0.0398,,,,4207.0,7.3,,,,,44710.0,,0.0941,,11.7,0.2975
PNC,Financials,2017,15225.0,-0.0098,,,,4143.0,7.39,,,,,45699.0,,0.0907,,14.6,0.2897
PNC,Financials,2018,15162.0,-0.0040999999999999,,,,3985.0,7.3,3500.0,3500.0,,,47513.0,,0.0839,,12.2,0.4563
PNC,Financials,2019,,,,,,5388.0,10.36,5579.0,5579.0,,,47728.0,,0.1129,,12.2,0.4
PNC,Financials,2020,16190.0,,,,,5346.0,10.71,7840.0,7840.0,,,49314.0,,0.1084,,11.4,0.4506
PNC,Financials,2021,16839.0,0.0401,,,,5418.0,11.39,7363.0,7363.0,,,54010.0,,0.1003,,14.9,0.3403
PNC,Financials,2022,16901.0,0.0037,,,,7558.0,16.96,4659.0,4659.0,,58726.0,55695.0,1.054,0.1357,,8.1,0.5007
PNC,Financials,2023,19211.0,0.1367,,,,5725.0,12.7,7214.0,7214.0,,72737.0,45774.0,1.589,0.1251,,11.1,0.5172
PNC,Financials,2024,21120.0,0.0993999999999999,,,,6113.0,13.85,9083.0,9083.0,,72737.0,51105.0,1.423,0.1196,,13.2,0.4128
PNC,Financials,2025,23099.0,,,,,6576.0,16.59,4384.0,,,57101.0,60585.0,0.9425,10.8542,,,
PNC,Financials,2026,,,,,,,,,,,,,,,,,0.1846
PNR,Other,2011,,,785.13,,219.95,115.49,1.17,258.37,204.23,54.14,,2093.15,0.002,0.0552,1717.89,14.9,0.3693
PNR,Other,2012,,,930.64,,312.98,184.91,1.86,270.38,210.85,59.52,,1933.33,,0.0956,2597.59,14.2,0.2693
PNR,Other,2013,,,1073.7,,100.2,-7.5,-0.08,320.2,246.9,73.3,,6371.1,,-0.0012,,-529.1,0.1828
PNR,Other,2014,,,1265.9,,-4.8,-107.2,-0.84,43.7,-50.8,94.5,,6095.3,,-0.0176,,-43.8,0.2412
PNR,Other,2015,,,2370.1,,742.6,536.8,2.62,927.9,757.9,170.0,,,,,,10.7,0.3684000000000001
PNR,Other,2016,,,1620.5,,538.5,214.9,1.11,1008.4,924.7,83.7,4297.0,,,,,29.3,0.3325
PNR,Other,2017,,,1598.8,,616.1,-76.4,-0.42,739.3,648.0,91.3,1447.5,,,,,-99.5,0.2661
PNR,Other,2018,683.3,,959.1,1.4036,354.4,522.2,2.85,861.4,818.1,43.3,1440.7,,,,,11.9,0.2902
PNR,Other,2019,732.6,0.0721,987.5,1.3479,378.3,666.5,3.63,620.2,581.1,39.1,787.6,,,,,11.6,0.206
PNR,Other,2020,,,1047.7,,436.7,347.4,1.96,439.1,390.9,48.2,1029.1,,,,,25.2,0.1845
PNR,Other,2021,,,1051.5,,432.5,355.7,2.09,353.0,294.5,58.5,839.6,,,,,32.9,0.1395
PNR,Other,2022,,,1057.6,,461.4,358.6,2.14,573.6,511.4,62.2,894.1,,,,,20.1,0.2338
PNR,Other,2023,,,1319.2,,636.9,553.0,3.3,613.2,553.0,60.2,2317.3,,,,,21.4,0.1492
PNR,Other,2024,,,1364.6,,595.3,480.9,2.9,363.3,278.1,85.2,1988.3,,,,,34.2,0.1114
PNR,Other,2025,4176.0,,1690.3,40.4765,857.5,653.8,3.96,814.8,746.0,68.8,1638.6,,,,,,
PNR,Other,2026,,,,,,,,,,,,,,,,,0.0902
PNW,Other,2011,,,,,616.13,72.76,0.67,1067.31,302.7,764.61,,3683.33,0.005,0.0198,2751.77,40.6,0.9264
PNW,Other,2012,,,,,714.88,370.21,3.27,750.46,2.08,748.37,3588.18,3821.85,0.939,0.0969,3198.82,9.2,0.8476
PNW,Other,2013,,,,,746.51,366.94,3.09,1125.58,241.23,884.35,3414.18,3972.81,0.859,0.0924,3530.65,10.5,0.8165
PNW,Other,2014,,,,,851.75,413.16,3.45,1171.12,281.57,889.55,,4194.47,0.037,0.0984999999999999,4769.82,12.6,0.6334000000000001
PNW,Other,2015,,,,,846.32,439.97,3.66,1153.31,136.99,1016.32,,4367.49,0.034,0.1007,4693.98,11.7,0.6776000000000001
PNW,Other,2016,,,,,811.24,423.7,3.58,1099.63,188.99,910.63,,4583.92,,0.0924,5918.66,14.9,0.5675
PNW,Other,2017,,,,,854.6,456.19,3.92,1094.33,18.24,1076.09,,4803.62,0.037,0.095,6692.94,15.4,0.5295000000000001
PNW,Other,2018,3498.68,,,,835.61,461.53,3.95,1023.39,-252.08,1275.47,,5006.69,0.019,0.0922,6956.25,15.8,0.5425
PNW,Other,2019,3565.3,0.019,,,909.76,507.95,4.35,1118.04,-290.74,1408.77,,5222.91,0.015,0.0973,7615.97,15.7,0.5281
PNW,Other,2020,3691.25,0.0353,,,773.69,530.54,4.54,1277.14,98.97,1178.17,,5430.65,0.021,0.0977,7049.24,13.8,0.6068
PNW,Other,2021,3471.21,-0.0596,,,671.96,557.81,4.77,956.73,-234.72,1191.45,,5633.5,0.03,0.099,6519.36,12.2,0.6912999999999999
PNW,Other,2022,3586.98,0.0334,,,788.15,570.05,4.87,966.37,-360.22,1326.58,,5906.2,0.049,0.0965,7381.83,13.5,0.6255
PNW,Other,2023,3803.84,0.0605,,,805.31,635.94,5.47,860.01,-613.46,1473.47,,6048.65,0.056,0.1051,7310.61,11.8,0.644
PNW,Other,2024,4324.39,0.1368,,,731.91,500.83,4.26,1241.44,-466.05,1707.49,,6177.66,0.099,0.0810999999999999,9048.21,18.8,0.5307
PNW,Other,2025,5339.94,,,,1067.63,616.53,5.05,1805.1,1523.97,281.13,,7046.46,,8.7495,,,
PNW,Other,2026,,,,,,,,,,,,,,,,,0.218
PODD,Other,2011,,,18.3,,-59.36,-72.34,,-49.32,-52.46,3.14,,28.11,,-2.574,,,
PODD,Other,2012,,,43.73,,-38.63,-61.16,,-35.62,-42.17,6.55,108.54,61.91,1.753,-0.9879,1008.04,,
PODD,Other,2013,,,66.71,,-42.47,-45.83,,-25.45,-36.57,11.11,118.16,66.23,1.784,-0.6920000000000001,1794.12,,
PODD,Other,2014,,,92.34,,-35.97,-51.87,,-29.06,-40.05,10.99,,82.73,,-0.6269,2527.33,,
PODD,Other,2015,,,112.4,,-29.14,-44.97,,3.35,-3.96,7.31,,44.18,,-1.0181,2128.67,,
PODD,Other,2016,231.32,,127.13,0.5496,-8.87,-51.5,,8.92,-2.57,11.49,171.7,124.6,1.378,-0.4133,2146.06,,
PODD,Other,2017,263.89,0.1408,133.27,0.505,-48.74,-73.52,,-12.55,-23.16,10.61,332.77,83.83,3.97,-0.877,3964.6,,
PODD,Other,2018,,,211.09,,-10.7,-28.88,-0.48,15.91,-6.2,22.11,566.17,34.05,16.627,-0.8481000000000001,4625.89,-165.2,
PODD,Other,2019,,,277.2,,-7.4,-26.8,-0.46,41.3,-32.5,73.8,,63.1,,-0.4247,10133.12,-372.2,
PODD,Other,2020,,,370.2,,27.4,3.3,0.05,35.9,-121.5,157.4,887.9,158.5,5.602,0.0208,16024.17,5112.6,
PODD,Other,2021,,,480.3,,50.0,11.6,0.19,98.4,-65.3,163.7,1059.3,212.1,4.994,0.0547,17565.26,1400.4,
PODD,Other,2022,904.4,,582.3,0.6439,51.5,6.8,0.1,84.0,-45.0,129.0,1273.9,75.9,16.784,0.0896,20365.52,2943.9,
PODD,Other,2023,1098.8,0.2149,752.1,0.6845,126.0,16.8,0.24,-68.1,-180.0,111.9,,603.6,,0.0278,15082.56,904.1,
PODD,Other,2024,1305.3,0.1879,805.6,0.6172,37.6,4.6,0.07,119.0,-3.9,122.9,,556.3,,0.0083,18250.7,3729.6,
PODD,Other,2025,2708.1,,1939.9,71.6332,473.8,247.1,3.48,569.3,377.7,191.6,930.8,1515.2,0.6143,16.3081,,,
PODD,Other,2026,,,,,,,,,,,,,,,,,
POOL,Other,2011,,,449.72,,88.44,19.2,0.39,113.25,106.08,7.17,,241.73,,0.0794,1229.31,64.0,0.2646
POOL,Other,2012,,,471.26,,101.25,57.64,1.15,93.96,85.88,8.08,247.3,252.19,0.981,0.2286,1689.15,31.0,0.2086
POOL,Other,2013,,,531.59,,125.07,71.99,1.47,75.1,55.65,19.45,230.88,285.18,0.81,0.2524,2300.79,33.8,0.1763
POOL,Other,2014,,,567.41,,144.87,81.97,1.71,119.08,102.81,16.27,246.42,279.75,0.881,0.293,2496.36,32.2,0.1854
POOL,Other,2015,,,591.28,,165.49,97.33,2.05,105.09,86.35,18.74,320.84,281.62,1.139,0.3456,3090.59,34.6,0.1689
POOL,Other,2016,,,643.34,,188.87,110.69,2.44,121.81,104.49,17.33,328.05,286.18,1.146,0.3868,3970.14,38.1,0.1536
POOL,Other,2017,,,675.64,,216.22,128.28,2.9,146.05,116.95,29.09,438.04,244.35,1.793,0.525,4804.13,40.3,0.1457
POOL,Other,2018,2570.8,,741.09,0.2883,255.86,148.96,3.47,165.38,131.03,34.35,521.59,255.74,2.039,0.5824,5452.37,39.1,0.1522
POOL,Other,2019,2788.19,0.0846,805.29,0.2888,284.37,191.63,4.51,175.31,135.92,39.39,,205.21,,0.9338,7740.44,43.4,0.1286
POOL,Other,2020,2998.1,0.0753,870.17,0.2902,313.89,234.46,5.62,118.66,87.08,31.58,,223.15,0.007,1.0507,13894.02,61.7,0.0793
POOL,Other,2021,3199.52,0.0672,924.92,0.2891,341.25,261.57,6.4,298.78,265.41,33.36,,223.59,,1.1699,21338.43,82.9,0.0674
POOL,Other,2022,3936.62,0.2304,1130.9,0.2873,464.03,366.74,8.97,397.58,375.88,21.7,,410.18,0.002,0.8941,11504.41,31.9,0.1593
POOL,Other,2023,5295.58,0.3452,1617.09,0.3054,832.78,650.62,15.97,313.49,275.83,37.66,,639.47,0.039,1.0174,14930.38,23.9,0.135
POOL,Other,2024,6179.73,0.167,1933.41,0.3129,1025.78,748.46,18.7,484.85,441.24,43.62,,1071.39,0.036,0.6986,12694.64,17.7,0.1704
POOL,Other,2025,5289.4,,1572.46,29.7285,580.2,406.4,10.85,365.85,309.52,56.33,,1185.23,,34.2887,,,
POOL,Other,2026,,,,,,,,,,,,,,,,,0.1673
PPG,Materials,2011,12239.0,,,,1186.0,336.0,2.03,1345.0,1106.0,239.0,4037.0,3638.0,1.11,0.0924,5294.5,15.9,0.4205
PPG,Materials,2012,13423.0,0.0967,,,1722.0,769.0,4.63,1310.0,1003.0,307.0,3650.0,3249.0,1.123,0.2367,8852.24,11.5,0.2628
PPG,Materials,2013,13153.0,-0.0201,,,1657.0,1095.0,6.87,1436.0,1110.0,326.0,3978.0,4063.0,0.979,0.2695,12195.73,11.1,0.1909
PPG,Materials,2014,,,,,1629.0,941.0,6.06,1787.0,1457.0,330.0,3376.0,4932.0,0.685,0.1908,14264.96,15.5,0.1674
PPG,Materials,2015,,,,,1923.0,3231.0,11.13,1791.0,1297.0,494.0,3992.0,5180.0,0.771,0.6236999999999999,24985.31,7.3,0.2087
PPG,Materials,2016,,,,,2191.0,2102.0,7.52,1528.0,964.0,564.0,4294.0,4983.0,0.862,0.4218,21971.78,10.5,0.2363
PPG,Materials,2017,,,,,2287.0,1406.0,5.14,1895.0,1465.0,430.0,4398.0,4826.0,0.911,0.2913,26987.84,19.3,0.2056
PPG,Materials,2018,,,,,2382.0,873.0,3.27,1351.0,971.0,380.0,4131.0,5557.0,0.743,0.1571,23570.32,27.0,0.2527
PPG,Materials,2019,,,,,2292.0,1594.0,6.18,1568.0,1208.0,360.0,5004.0,4630.0,1.081,0.3443,30183.2,19.0,0.2026
PPG,Materials,2020,,,,,2118.0,1341.0,5.47,1467.0,1056.0,411.0,5041.0,5284.0,0.954,0.2538,32429.84,23.6,0.1952
PPG,Materials,2021,,,,,2271.0,1243.0,5.22,2080.0,1667.0,413.0,5737.0,5689.0,1.008,0.2185,36932.29,30.0,0.1732
PPG,Materials,2022,,,,,2109.0,1059.0,4.45,2130.0,1826.0,304.0,6571.0,6286.0,1.045,0.1685,27416.96,26.1,0.2496
PPG,Materials,2023,,,,,2171.0,1439.0,6.01,1562.0,1191.0,371.0,6806.0,6592.0,1.032,0.2183,33369.2,23.5,0.2162
PPG,Materials,2024,,,,,,1026.0,4.32,963.0,477.0,486.0,6046.0,7832.0,0.772,0.131,27119.93,26.6,0.2777
PPG,Materials,2025,15875.0,,,,,1576.0,6.94,1941.0,1163.0,778.0,7297.0,7941.0,0.9189,19.8464,,,
PPG,Materials,2026,,,,,,,,,,,,,,,,,0.1502
PPL,Utilities,2011,7449.0,,,,896.0,407.0,1.08,1852.0,627.0,1225.0,13357.0,8210.0,1.627,0.0496,6892.01,13.2,1.0975
PPL,Utilities,2012,8521.0,0.1439,,,1866.0,938.0,2.17,2033.0,436.0,1597.0,18571.0,10828.0,1.715,0.0866,8436.68,6.7,1.1034
PPL,Utilities,2013,12737.0,0.4948,,,3101.0,1495.0,2.7,2507.0,20.0,2487.0,20128.0,10480.0,1.921,0.1427,9367.5,6.0,1.0207
PPL,Utilities,2014,12132.0,-0.0475,,,3026.0,1526.0,2.6,2764.0,-341.0,3105.0,21608.0,12466.0,1.733,0.1224,12821.08,7.8,0.8198000000000001
PPL,Utilities,2015,7263.0,-0.4013,,,2561.0,,1.76,2856.0,-773.0,3629.0,18890.0,10498.0,1.799,,14315.4,12.2,0.8240999999999999
PPL,Utilities,2016,7852.0,0.0810999999999999,,,2867.0,,2.61,3403.0,-271.0,3674.0,,12466.0,0.073,,15080.66,8.6,0.815
PPL,Utilities,2017,7669.0,-0.0233,,,2831.0,,1.01,2615.0,-918.0,3533.0,,13628.0,0.068,,14426.71,21.0,0.8933
PPL,Utilities,2018,7517.0,-0.0198,,,2936.0,1902.0,2.79,2890.0,-30.0,2920.0,,9919.0,0.109,0.1918,14241.49,7.4,0.9582
PPL,Utilities,2019,7447.0,-0.0093,,,2901.0,1128.0,1.64,2461.0,-672.0,3133.0,22029.0,9899.0,2.225,0.114,19766.25,16.7,0.7223999999999999
PPL,Utilities,2020,,,,,,,,,,,,,,,,,0.8753
PPL,Utilities,2021,5602.0,,,,1526.0,1746.0,2.37,2427.0,184.0,2243.0,15857.0,11657.0,1.36,0.1498,19754.66,10.8,0.7753
PPL,Utilities,2022,,,,,,,,,,,,,,,,,0.4046
PPL,Utilities,2023,,,,,,,,,,,,,,,,,0.4619
PPL,Utilities,2024,,,,,,,,,,,,,,,,,0.3999
PPL,Utilities,2025,9042.0,,,,2129.0,1181.0,1.59,2629.0,-1401.0,4030.0,18894.0,,,,,,
PPL,Utilities,2026,,,,,,,,,,,,,,,,,0.0965
PRU,Financials,2011,32380.0,,,,,3124.0,1.15,5840.0,5840.0,,23653.0,32415.0,0.73,0.0964,,24.3,0.6235
PRU,Financials,2012,38217.0,0.1803,,,,3001.0,1.12,6542.0,6542.0,,24622.0,34253.0,0.719,0.0876,,27.4,0.6261
PRU,Financials,2013,49085.0,0.2844,,,,3632.0,-2.0,12377.0,12377.0,,24729.0,38503.0,0.642,0.0943,,-27.2,0.3821
PRU,Financials,2014,84847.0,0.7286,,,,520.0,-1.58,20909.0,20909.0,,23553.0,35278.0,0.668,0.0147,,-34.6,0.4762
PRU,Financials,2015,41461.0,-0.5113,,,,-667.0,-1.55,8445.0,8445.0,,19831.0,41770.0,0.475,-0.016,,-32.7,0.578
PRU,Financials,2016,54105.0,0.305,,,,1381.0,3.23,19396.0,19396.0,,19594.0,41890.0,0.468,0.033,,20.8,0.5006
PRU,Financials,2017,57119.0,0.0557,,,,5642.0,12.17,13942.0,13942.0,,18041.0,45863.0,0.393,0.123,34456.84,6.3,0.4719
PRU,Financials,2018,58779.0,0.0291,,,,4368.0,9.71,14876.0,14876.0,,17172.0,54236.0,0.317,0.0805,24581.46,5.8,0.7701
PRU,Financials,2019,59689.0,0.0155,,,,7863.0,17.86,13460.0,13460.0,,17378.0,48617.0,0.357,0.1617,28768.86,3.8,0.7123999999999999
PRU,Financials,2020,62992.0,0.0553,,,,4074.0,9.5,21664.0,21664.0,,18646.0,63115.0,0.295,0.0645,24929.44,6.3,0.8845000000000001
PRU,Financials,2021,64807.0,0.0288,,,,4186.0,10.11,19625.0,19625.0,,19718.0,67425.0,0.292,0.0621,35116.0,8.6,0.6363
PRU,Financials,2022,57033.0,-0.12,,,,-374.0,-1.0,8368.0,8368.0,,18622.0,61876.0,0.301,-0.006,33009.29,-83.4,0.6907
PRU,Financials,2023,71247.0,0.2492,,,,8868.0,22.4,9812.0,9812.0,,19908.0,30593.0,0.651,0.2899,35549.19,4.1,0.6535
PRU,Financials,2024,56881.0,-0.2016,,,,-1647.0,-4.49,5158.0,5158.0,,18882.0,27820.0,0.679,-0.0592,40832.3,-24.4,0.5689
PRU,Financials,2025,60774.0,,,,,3576.0,9.99,6271.0,,,,32438.0,,11.0241,,,
PRU,Financials,2026,,,,,,,,,,,,,,,,,0.3290999999999999
PSA,Real Estate,2011,1622.92,,,,,834.62,3.47,1112.86,1112.86,,,8676.6,,0.0962,13222.86,22.5,0.5606
PSA,Real Estate,2012,1613.78,-0.0056,,,692.65,672.04,2.35,1093.22,1093.22,,,8288.21,,0.0810999999999999,14793.76,37.0,0.6076
PSA,Real Estate,2013,1735.89,0.0757,,,762.81,823.84,3.29,1203.45,1203.45,,,8093.76,0.086,0.1018,15971.16,28.3,0.6631999999999999
PSA,Real Estate,2014,1842.5,0.0614,,,871.98,939.26,3.9,,,,,8791.73,0.08,0.1068,20334.11,30.4,0.5677
PSA,Real Estate,2015,1964.94,0.0665,1405.18,0.7151000000000001,951.1,1052.45,4.89,,,,,9480.8,,0.111,28265.48,33.5,0.4759
PSA,Real Estate,2016,2177.3,0.1081,1563.97,0.7182999999999999,1055.4,1144.2,5.25,,,,390.75,9170.64,0.043,0.1248,26339.07,29.0,0.5751
PSA,Real Estate,2017,2381.7,0.0939,1746.19,0.7332,1232.01,1311.24,6.07,1748.28,1748.28,,390.75,9411.91,0.042,0.1393,25623.16,24.4,0.6492
PSA,Real Estate,2018,2560.55,0.0751,1891.47,0.7387,,1453.58,6.81,1945.34,1945.34,,1431.32,8940.01,0.16,0.1626,25869.13,21.9,0.6452
PSA,Real Estate,2019,2668.53,0.0421999999999999,,,,1442.22,6.73,1972.89,1972.89,,1412.28,9119.48,0.155,0.1581,28227.61,24.1,0.5922
PSA,Real Estate,2020,2759.52,0.0341,,,,1711.03,8.54,2063.65,2063.65,,1902.49,9062.91,0.21,0.1888,31876.76,21.4,0.5253
PSA,Real Estate,2021,2855.11,0.0346,,,,1520.53,7.29,2067.63,2067.63,,2544.99,8558.87,0.297,0.1777,53349.94,41.9,0.3141
PSA,Real Estate,2022,2915.07,0.021,,,,1357.21,6.29,2042.9,2042.9,,7475.28,9335.18,0.801,0.1454,42666.35,38.7,1.0418
PSA,Real Estate,2023,3415.82,0.1718,,,,1953.26,9.87,2543.55,2543.55,,6870.83,10073.4,0.682,0.1939,48301.48,27.9,0.5225
PSA,Real Estate,2024,4182.16,0.2243,,,,4349.15,23.5,3117.14,3117.14,,9103.28,10013.18,0.909,0.4343,,12.0,0.511
